enr,Still,Endangered,<10k
enu,Still,Endangered,10k<1M
env,Still,Stable,NoUsers
enw,Still,Stable,10k<1M
enx,Emerging,Stable,<10k
eot,Emerging,Endangered,<10k
epi,Still,Stable,10k<1M
epo,Vital,Institutional,10k<1M
era,Still,Endangered,<10k
erg,Emerging,Stable,<10k
erh,Still,Endangered,<10k
eri,Emerging,Stable,<10k
erk,Still,Stable,<10k
ero,Emerging,Endangered,10k<1M
err,Still,Extinct,NoUsers
ers,Still,Endangered,10k<1M
ert,Still,Endangered,<10k
erw,Still,Endangered,<10k
ese,Emerging,Stable,<10k
esg,Emerging,Stable,10k<1M
esh,Still,Endangered,NoUsers
esi,Emerging,Endangered,NoUsers
esk,Ascending,Endangered,NoUsers
esl,Still,Stable,10k<1M
esm,Still,Extinct,NoUsers
esn,Emerging,Institutional,10k<1M
eso,Emerging,Stable,<10k
esq,Still,Endangered,NoUsers
ess,Emerging,Endangered,<10k
esu,Emerging,Endangered,10k<1M
esy,Still,Endangered,<10k
etb,Still,Stable,10k<1M
etc,Still,Extinct,NoUsers
eth,Emerging,Stable,10k<1M
etn,Emerging,Stable,<10k
eto,Emerging,Stable,10k<1M
etr,Emerging,Stable,<10k
ets,Emerging,Stable,10k<1M
etu,Emerging,Stable,10k<1M
etx,Emerging,Stable,10k<1M
etz,Still,Endangered,<10k
eud,/img/logotype-black.svg,Extinct,NoUsers
eus,Vital,Institutional,1M<1B
eve,Emerging,Endangered,<10k
evh,Still,Stable,10k<1M
evn,Emerging,Endangered,10k<1M
ewe,Ascending,Institutional,1M<1B
ewo,Ascending,Institutional,10k<1M
ext,Ascending,Endangered,10k<1M
eya,Still,Endangered,NoUsers
eyo,Still,Stable,10k<1M
eza,Emerging,Stable,10k<1M
eze,Still,Stable,<10k
faa,Emerging,Stable,<10k
fab,Emerging,Stable,<10k
fad,Emerging,Endangered,<10k
faf,Still,Endangered,<10k
fag,Emerging,Stable,<10k
fah,Still,Extinct,NoUsers
fai,Emerging,Stable,<10k
faj,Still,Endangered,NoUsers
fak,Emerging,Endangered,<10k
fal,Emerging,Stable,10k<1M
fam,Still,Endangered,<10k
fan,Emerging,Institutional,1M<1B
fao,Vital,Institutional,10k<1M
fap,Emerging,Stable,10k<1M
far,Emerging,Stable,10k<1M
fau,Still,Stable,<10k
fax,Emerging,Stable,<10k
fay,Still,Endangered,10k<1M
fbl,Emerging,Stable,10k<1M
fcs,Emerging,Stable,<10k
fer,Still,Endangered,10k<1M
ffi,Emerging,Stable,<10k
ffm,Emerging,Institutional,1M<1B
fgr,Emerging,Endangered,NoUsers
fia,Emerging,Endangered,10k<1M
fie,Still,Stable,10k<1M
fif,Still,Stable,10k<1M
fij,Ascending,Institutional,10k<1M
fil,Vital,Institutional,NoUsers
fin,Thriving,Institutional,1M<1B
fip,Emerging,Stable,10k<1M
fir,Still,Stable,<10k
fit,Emerging,Stable,10k<1M
fiw,Still,Endangered,<10k
fkk,Still,Stable,<10k
fkv,Ascending,Endangered,<10k
fla,Emerging,Endangered,NoUsers
flh,Still,Stable,<10k
fli,Emerging,Stable,10k<1M
fll,Emerging,Endangered,10k<1M
fln,Still,Extinct,NoUsers
flr,Emerging,Stable,10k<1M
fly,Emerging,Endangered,NoUsers
fmp,Emerging,Stable,10k<1M
fmu,Emerging,Stable,10k<1M
fnb,Still,Endangered,<10k
fng,Emerging,Endangered,<10k
fni,Emerging,Stable,<10k
fod,Emerging,Stable,10k<1M
foi,Still,Endangered,<10k
fom,Emerging,Stable,10k<1M
fon,Ascending,Institutional,1M<1B
for,Emerging,Stable,10k<1M
fos,Still,Endangered,NoUsers
fpe,Emerging,Institutional,10k<1M
fqs,Emerging,Endangered,<10k
fra,Thriving,Institutional,1M<1B
frc,Emerging,Endangered,10k<1M
frd,Emerging,Endangered,10k<1M
frp,Ascending,Endangered,10k<1M
frq,Still,Endangered,<10k
frr,Emerging,Endangered,<10k
frs,Emerging,Endangered,10k<1M
frt,Still,Stable,<10k
fry,Vital,Institutional,10k<1M
fse,Emerging,Stable,<10k
fsl,Emerging,Stable,10k<1M
fss,Still,Endangered,<10k
fub,Ascending,Institutional,1M<1B
fuc,Ascending,Stable,1M<1B
fud,Emerging,Stable,<10k
fue,Emerging,Stable,10k<1M
fuf,Ascending,Stable,1M<1B
fuh,Ascending,Stable,1M<1B
fui,Emerging,Stable,10k<1M
fuj,Still,Endangered,<10k
fum,Still,Stable,NoUsers
fun,Still,Endangered,<10k
fuq,Emerging,Stable,10k<1M
fur,Vital,Endangered,10k<1M
fut,Emerging,Stable,<10k
fuu,Still,Stable,10k<1M
fuv,Ascending,Institutional,1M<1B
fuy,Emerging,Stable,10k<1M
fvr,Emerging,Stable,10k<1M
fwa,Still,Endangered,<10k
fwe,Still,Stable,10k<1M
gaa,Ascending,Institutional,10k<1M
gab,Emerging,Stable,10k<1M
gac,Emerging,Endangered,NoUsers
gad,Still,Stable,10k<1M
gae,Still,Endangered,<10k
gaf,Emerging,Stable,<10k
gag,Ascending,Stable,10k<1M
gah,Emerging,Endangered,10k<1M
gai,Emerging,Stable,<10k
gaj,Emerging,Stable,10k<1M
gak,Still,Endangered,<10k
gal,Emerging,Stable,10k<1M
gam,Emerging,Stable,<10k
gan,Emerging,Stable,1M<1B
gao,Still,Stable,<10k
gap,Still,Endangered,<10k
gaq,Emerging,Endangered,<10k
gar,Still,Stable,<10k
gas,Emerging,Stable,10k<1M
gat,Still,Stable,<10k
gau,Still,Stable,<10k
gaw,Emerging,Stable,<10k
gax,Emerging,Stable,1M<1B
gay,Emerging,Endangered,10k<1M
gaz,Vital,Institutional,1M<1B
gbb,Still,Endangered,<10k
gbd,Still,Endangered,NoUsers
gbe,Still,Stable,<10k
gbf,Emerging,Stable,<10k
gbg,Still,Stable,10k<1M
gbh,Still,Stable,<10k
gbi,Emerging,Endangered,10k<1M
gbj,Emerging,Endangered,<10k
gbk,Emerging,Stable,10k<1M
gbl,Emerging,Stable,10k<1M
gbm,Ascending,Stable,1M<1B
gbn,Still,Endangered,<10k
gbo,Ascending,Stable,10k<1M
gbp,Still,Stable,10k<1M
gbq,Still,Stable,10k<1M
gbr,Emerging,Endangered,1M<1B
gbs,Still,Stable,10k<1M
gbu,Still,Extinct,NoUsers
gbv,Still,Stable,10k<1M
gbw,Still,Endangered,NoUsers
gbx,Still,Stable,10k<1M
gby,Emerging,Stable,10k<1M
gbz,Still,Endangered,<10k
gcc,Still,Endangered,<10k
gcd,Still,Endangered,NoUsers
gce,Emerging,Extinct,NoUsers
gcf,Ascending,Stable,10k<1M
gcl,Emerging,Stable,10k<1M
gcn,Still,Stable,<10k
gcr,Ascending,Stable,10k<1M
gct,Emerging,Endangered,<10k
gda,Still,Stable,10k<1M
gdb,Emerging,Stable,10k<1M
gdc,Still,Endangered,NoUsers
gdd,Still,Stable,<10k
gde,Emerging,Stable,10k<1M
gdf,Still,Stable,10k<1M
gdg,Emerging,Stable,<10k
gdh,Still,Endangered,NoUsers
gdi,Still,Stable,<10k
gdj,Still,Endangered,NoUsers
gdk,Emerging,Endangered,<10k
gdl,Emerging,Institutional,10k<1M
gdm,Emerging,Endangered,<10k
gdn,Emerging,Stable,<10k
gdo,Still,Endangered,<10k
gdq,Emerging,Endangered,10k<1M
gdr,Emerging,Stable,<10k
gds,Still,Endangered,<10k
gdt,Still,Extinct,NoUsers
gdu,Still,Stable,<10k
gdx,Emerging,Endangered,1M<1B
gea,Still,Endangered,<10k
geb,Emerging,Stable,<10k
gec,Emerging,Stable,10k<1M
ged,Still,Endangered,10k<1M
gef,Still,Stable,<10k
geg,Still,Stable,<10k
geh,Emerging,Stable,10k<1M
gei,Still,Endangered,<10k
gej,Emerging,Institutional,10k<1M
gek,Still,Stable,10k<1M
gel,Emerging,Stable,10k<1M
geq,Still,Endangered,<10k
ges,Still,Stable,10k<1M
gev,Still,Endangered,NoUsers
gew,Still,Endangered,10k<1M
gex,Still,Stable,10k<1M
gey,Emerging,Stable,10k<1M
gez,Ascending,Endangered,NoUsers
gfk,Emerging,Stable,10k<1M
gft,Still,Extinct,NoUsers
gga,Still,Stable,<10k
ggb,Emerging,Stable,10k<1M
ggd,Still,Extinct,NoUsers
gge,Still,Endangered,NoUsers
ggg,Still,Stable,10k<1M
ggk,Still,Extinct,NoUsers
ggl,Still,Endangered,<10k
ggt,Still,Stable,<10k
ggu,Still,Stable,10k<1M
ggw,Emerging,Stable,10k<1M
gha,Emerging,Endangered,10k<1M
ghe,Emerging,Stable,10k<1M
ghh,Still,Endangered,<10k
ghk,Emerging,Stable,10k<1M
ghl,Still,Endangered,10k<1M
ghn,Still,Stable,<10k
gho,Emerging,Stable,10k<1M
ghr,Still,Stable,10k<1M
ghs,Emerging,Stable,10k<1M
ght,Emerging,Stable,<10k
gia,Still,Endangered,<10k
gib,Emerging,Endangered,NoUsers
gic,Still,Endangered,10k<1M
gid,Emerging,Stable,10k<1M
gie,Still,Endangered,<10k
gig,Still,Stable,10k<1M
gih,Emerging,Endangered,NoUsers
gii,Still,Endangered,10k<1M
gil,Ascending,Institutional,10k<1M
gim,Emerging,Stable,10k<1M
gin,Still,Endangered,<10k
gip,Still,Stable,<10k
giq,Emerging,Endangered,<10k
gir,Still,Endangered,NoUsers
gis,Emerging,Stable,10k<1M
git,Emerging,Endangered,<10k
giu,Still,Extinct,NoUsers
giw,Still,Endangered,<10k
gix,Still,Stable,10k<1M
giy,Still,Extinct,NoUsers
giz,Emerging,Stable,10k<1M
gjk,Emerging,Stable,10k<1M
gjm,Still,Extinct,NoUsers
gjn,Ascending,Institutional,10k<1M
gjr,Emerging,Stable,<10k
gju,Emerging,Stable,1M<1B
gka,Still,Endangered,<10k
gkd,Still,Endangered,NoUsers
gke,Emerging,Endangered,NoUsers
gkn,Emerging,Stable,10k<1M
gko,Still,Extinct,NoUsers
gkp,Emerging,Stable,10k<1M
gku,Still,Extinct,NoUsers
gla,Vital,Institutional,10k<1M
glb,Still,Stable,<10k
glc,Emerging,Stable,<10k
gld,Emerging,Endangered,<10k
gle,Vital,Endangered,1M<1B
glg,Vital,Institutional,1M<1B
glh,Still,Stable,10k<1M
glj,Emerging,Stable,<10k
glk,Ascending,Institutional,1M<1B
gll,Still,Extinct,NoUsers
glo,Still,Endangered,<10k
glr,Emerging,Endangered,<10k
glu,Emerging,Stable,10k<1M
glv,Ascending,Endangered,<10k
glw,Emerging,Stable,10k<1M
gly,Still,Endangered,NoUsers
gma,Still,Extinct,NoUsers
gmb,Still,Stable,<10k
gmd,Still,Endangered,<10k
gmg,Still,Stable,NoUsers
gmm,Emerging,Stable,10k<1M
gmn,Emerging,Endangered,<10k
gmr,Still,Endangered,NoUsers
gmu,Still,Stable,<10k
gmv,Emerging,Institutional,1M<1B
gmx,Emerging,Stable,<10k
gmz,Still,Stable,10k<1M
gna,Emerging,Stable,<10k
gnb,Emerging,Stable,10k<1M
gnc,Still,Extinct,NoUsers
gnd,Ascending,Stable,10k<1M
gne,Still,Endangered,<10k
gng,Emerging,Stable,10k<1M
gnh,Still,Endangered,NoUsers
gni,Still,Endangered,<10k
gnj,Still,Endangered,<10k
gnk,Still,Endangered,<10k
gnl,Still,Extinct,NoUsers
gnm,Still,Stable,<10k
gnn,Emerging,Endangered,<10k
gno,Emerging,Stable,1M<1B
gnq,Emerging,Endangered,<10k
gnr,Still,Endangered,NoUsers
gnt,Still,Stable,<10k
gnu,Still,Stable,<10k
gnw,Emerging,Stable,<10k
gnz,Still,Endangered,<10k
goa,Emerging,Stable,10k<1M
gob,Still,Endangered,<10k
goc,Still,Stable,<10k
god,Emerging,Stable,10k<1M
goe,Still,Endangered,<10k
gof,Emerging,Institutional,10k<1M
gog,Ascending,Stable,1M<1B
goi,Still,Stable,<10k
goj,Still,Stable,10k<1M
gok,Emerging,Stable,10k<1M
gol,Emerging,Stable,10k<1M
gom,Emerging,Stable,1M<1B
goo,Still,Stable,<10k
gop,Still,Endangered,<10k
goq,Emerging,Endangered,<10k
gor,Ascending,Endangered,10k<1M
gos,Emerging,Stable,10k<1M
gou,Emerging,Endangered,10k<1M
gov,/img/logotype-black.svg,Stable,<10k
gow,Still,Stable,10k<1M
gox,Emerging,Stable,10k<1M
goy,Emerging,Endangered,NoUsers
goz,Still,Endangered,NoUsers
gpa,Still,Stable,10k<1M
gpe,Emerging,Institutional,1M<1B
gpn,Still,Endangered,NoUsers
gqa,Emerging,Endangered,10k<1M
gqi,Still,Endangered,<10k
gqn,Still,Endangered,NoUsers
gqr,Emerging,Stable,10k<1M
gqu,Still,Endangered,<10k
gra,Still,Stable,10k<1M
grc,Ascending,Endangered,NoUsers
grd,Still,Endangered,10k<1M
grg,Emerging,Stable,<10k
grh,Still,Stable,10k<1M
gri,Emerging,Stable,10k<1M
grj,Emerging,Stable,10k<1M
grm,Still,Endangered,NoUsers
gro,Still,Endangered,10k<1M
grq,Still,Endangered,NoUsers
grr,Emerging,Stable,10k<1M
grs,Still,Endangered,<10k
grt,Ascending,Institutional,1M<1B
gru,Emerging,Stable,10k<1M
grv,Emerging,Stable,10k<1M
grw,Emerging,Endangered,NoUsers
grx,Still,Endangered,<10k
gry,Emerging,Stable,10k<1M
grz,Still,Extinct,NoUsers
gse,Emerging,Stable,10k<1M
gsg,Emerging,Stable,10k<1M
gsl,Emerging,Stable,10k<1M
gsm,Emerging,Stable,10k<1M
gsn,Still,Stable,<10k
gso,Emerging,Stable,10k<1M
gsp,Still,Stable,<10k
gss,Emerging,Stable,10k<1M
gsw,Ascending,Stable,1M<1B
gta,Still,Endangered,NoUsers
gtu,Still,Extinct,NoUsers
gua,Still,Endangered,NoUsers
gub,Emerging,Stable,10k<1M
guc,Ascending,Stable,10k<1M
gud,Emerging,Stable,10k<1M
gue,Emerging,Endangered,<10k
guf,Emerging,Endangered,<10k
gug,Vital,Institutional,1M<1B
guh,Emerging,Stable,10k<1M
gui,Ascending,Stable,10k<1M
guj,Vital,Institutional,1M<1B
guk,Emerging,Institutional,10k<1M
gul,Emerging,Endangered,<10k
gum,Emerging,Stable,10k<1M
gun,Emerging,Stable,10k<1M
guo,Emerging,Stable,<10k
gup,Emerging,Stable,<10k
guq,Still,Stable,<10k
gur,Ascending,Stable,10k<1M
gus,Still,Stable,10k<1M
gut,Emerging,Endangered,<10k
guu,Emerging,Stable,10k<1M
guw,Ascending,Stable,1M<1B
gux,Emerging,Stable,1M<1B
guz,Ascending,Stable,1M<1B
gva,Still,Endangered,NoUsers
gvc,Emerging,Endangered,<10k
gve,Still,Endangered,<10k
gvf,Emerging,Stable,10k<1M
gvj,Still,Stable,<10k
gvl,Emerging,Stable,10k<1M
gvm,Still,Endangered,<10k
gvn,Emerging,Endangered,<10k
gvo,Still,Stable,<10k
gvp,Still,Endangered,<10k
gvr,Emerging,Endangered,10k<1M
gvs,Emerging,Stable,<10k
gvy,Still,Extinct,NoUsers
gwa,Still,Stable,10k<1M
gwb,Still,Endangered,<10k
gwc,Ascending,Endangered,10k<1M
gwd,Emerging,Institutional,10k<1M
gwe,Emerging,Endangered,NoUsers
gwf,Still,Endangered,<10k
gwg,Still,Stable,<10k
gwi,Emerging,Endangered,<10k
gwj,Still,Endangered,<10k
gwm,Still,Extinct,NoUsers
gwn,Still,Endangered,10k<1M
gwr,Emerging,Institutional,10k<1M
gwt,Emerging,Stable,10k<1M
gwu,Still,Extinct,NoUsers
gww,Still,Endangered,NoUsers
gwx,Still,Stable,10k<1M
gxx,Emerging,Stable,10k<1M
gya,Emerging,Stable,10k<1M
gyb,Still,Stable,<10k
gyd,Still,Endangered,NoUsers
gye,Still,Stable,<10k
gyf,Still,Extinct,NoUsers
gyg,Still,Stable,<10k
gyi,Emerging,Endangered,<10k
gyl,Still,Stable,10k<1M
gym,Emerging,Stable,10k<1M
gyn,Emerging,Stable,10k<1M
gyo,Still,Endangered,<10k
gyr,Emerging,Stable,<10k
gyy,Still,Extinct,NoUsers
gyz,Still,Stable,<10k
gza,Still,Stable,<10k
gzi,Still,Endangered,<10k
gzn,Still,Endangered,<10k
haa,Emerging,Endangered,NoUsers
hab,Emerging,Stable,10k<1M
hac,Emerging,Endangered,10k<1M
had,Emerging,Endangered,10k<1M
hae,Emerging,Stable,1M<1B
haf,Still,Stable,<10k
hag,Emerging,Stable,<10k
hah,Still,Stable,<10k
haj,Emerging,Stable,10k<1M
hak,Ascending,Institutional,1M<1B
hal,Still,Endangered,10k<1M
ham,Emerging,Stable,<10k
han,Emerging,Stable,10k<1M
hao,Emerging,Institutional,10k<1M
hap,Emerging,Endangered,<10k
haq,Emerging,Stable,1M<1B
har,Emerging,Stable,10k<1M
has,Emerging,Endangered,NoUsers
hat,Vital,Institutional,1M<1B
hau,Vital,Institutional,1M<1B
hav,Emerging,Stable,10k<1M
haw,Vital,Institutional,<10k
hax,Emerging,Endangered,NoUsers
hay,Ascending,Stable,1M<1B
haz,Ascending,Stable,1M<1B
hba,Emerging,Stable,10k<1M
hbb,Emerging,Stable,10k<1M
hbn,Emerging,Endangered,<10k
hbo,Emerging,Endangered,NoUsers
hbu,Still,Endangered,<10k
hca,Emerging,Stable,10k<1M
hch,Emerging,Stable,10k<1M
hdn,Emerging,Endangered,NoUsers
hds,Emerging,Stable,10k<1M
hdy,Ascending,Institutional,1M<1B
hea,Emerging,Endangered,1M<1B
heb,Thriving,Institutional,1M<1B
hed,Emerging,Stable,10k<1M
heg,Emerging,Endangered,10k<1M
heh,Ascending,Endangered,1M<1B
hei,Emerging,Endangered,NoUsers
hem,Emerging,Stable,10k<1M
her,Ascending,Institutional,10k<1M
hgm,Still,Stable,10k<1M
hgw,Still,Stable,<10k
hhi,Still,Stable,NoUsers
hhr,Still,Stable,10k<1M
hhy,Emerging,Endangered,<10k
hia,Emerging,Endangered,10k<1M
hib,Still,Extinct,NoUsers
hid,Still,Endangered,<10k
hif,Ascending,Institutional,10k<1M
hig,Ascending,Stable,10k<1M
hih,Emerging,Stable,<10k
hii,Still,Stable,10k<1M
hij,Emerging,Endangered,<10k
hik,Still,Endangered,10k<1M
hil,Ascending,Institutional,1M<1B
hin,Thriving,Institutional,1M<1B
hio,Still,Endangered,<10k
hir,Still,Stable,NoUsers
hiw,Still,Stable,<10k
hix,Emerging,Stable,<10k
hji,Still,Stable,10k<1M
hka,Emerging,Endangered,<10k
hke,Emerging,Stable,10k<1M
hkh,Still,Stable,10k<1M
hkk,Still,Stable,<10k
hkn,Still,Endangered,NoUsers
hks,Emerging,Stable,<10k
hla,Emerging,Stable,10k<1M
hlb,Emerging,Institutional,1M<1B
hld,Still,Endangered,<10k
hle,Still,Endangered,10k<1M
hlt,Emerging,Stable,10k<1M
hma,Still,Endangered,10k<1M
hmb,Emerging,Stable,10k<1M
hmc,Still,Stable,10k<1M
hmd,Emerging,Stable,10k<1M
hme,Still,Endangered,10k<1M
hmf,Still,Stable,NoUsers
hmg,Still,Stable,10k<1M
hmh,Still,Stable,10k<1M
hmi,Still,Stable,10k<1M
hmj,Still,Endangered,10k<1M
hml,Still,Stable,10k<1M
hmm,Still,Stable,10k<1M
hmo,Ascending,Institutional,10k<1M
hmp,Still,Stable,10k<1M
hmq,Still,Stable,10k<1M
hmr,Emerging,Institutional,10k<1M
hms,Emerging,Stable,10k<1M
hmt,Emerging,Endangered,10k<1M
hmu,Still,Endangered,<10k
hmv,Still,Stable,NoUsers
hmw,Still,Endangered,10k<1M
hmy,Still,Stable,10k<1M
hmz,Emerging,Stable,10k<1M
hna,Emerging,Stable,10k<1M
hnd,Emerging,Stable,1M<1B
hne,Ascending,Stable,1M<1B
hng,Still,Endangered,10k<1M
hnh,Still,Endangered,<10k
hni,Emerging,Stable,10k<1M
hnj,Emerging,Stable,10k<1M
hnn,Emerging,Stable,10k<1M
hno,Emerging,Stable,1M<1B
hns,Emerging,Stable,10k<1M
hnu,Still,Endangered,<10k
hoa,Still,Endangered,<10k
hob,Still,Stable,<10k
hoc,Emerging,Stable,1M<1B
hod,Still,Extinct,NoUsers
hoe,Still,Stable,<10k
hoh,Still,Endangered,<10k
hoi,Emerging,Endangered,NoUsers
hoj,Emerging,Stable,1M<1B
hol,Still,Stable,10k<1M
hom,Still,Extinct,NoUsers
hoo,Emerging,Stable,10k<1M
hop,Emerging,Endangered,<10k
hor,Emerging,Extinct,NoUsers
hos,Still,Stable,10k<1M
hot,Emerging,Stable,<10k
hov,Still,Endangered,<10k
how,Still,Stable,10k<1M
hoy,Emerging,Endangered,<10k
hoz,Still,Endangered,<10k
hpo,Still,Endangered,NoUsers
hps,Still,Endangered,NoUsers
hra,Emerging,Endangered,10k<1M
hrc,Still,Stable,<10k
hre,Emerging,Stable,10k<1M
hrk,Still,Endangered,10k<1M
hrm,Still,Stable,10k<1M
hro,Emerging,Endangered,10k<1M
hrp,Still,Extinct,NoUsers
hrt,Emerging,Endangered,NoUsers
hru,Emerging,Endangered,<10k
hrv,Thriving,Institutional,1M<1B
hrw,Still,Stable,<10k
hrx,Ascending,Endangered,1M<1B
hrz,Still,Endangered,10k<1M
hsb,Vital,Endangered,10k<1M
hsh,Emerging,Stable,10k<1M
hsl,Still,Stable,10k<1M
hsn,Emerging,Stable,1M<1B
hss,Still,Endangered,<10k
hti,Still,Extinct,NoUsers
hto,Emerging,Endangered,<10k
hts,Emerging,Endangered,<10k
htu,Still,Endangered,10k<1M
hub,Emerging,Stable,10k<1M
huc,Still,Endangered,NoUsers
hud,Still,Endangered,<10k
hue,Still,Endangered,<10k
huf,Still,Stable,<10k
hug,Still,Endangered,<10k
huh,Still,Endangered,NoUsers
hui,Emerging,Stable,10k<1M
huj,Still,Stable,10k<1M
huk,Still,Extinct,NoUsers
hul,Still,Stable,<10k
hum,Still,Endangered,<10k
hun,Thriving,Institutional,1M<1B
huo,Still,Endangered,<10k
hup,Emerging,Endangered,NoUsers
huq,Still,Endangered,<10k
hur,Emerging,Endangered,<10k
hus,Emerging,Stable,10k<1M
hut,Emerging,Stable,<10k
huu,Emerging,Endangered,<10k
huv,Emerging,Stable,10k<1M
huw,Still,Extinct,NoUsers
hux,Still,Endangered,<10k
huy,Still,Endangered,<10k
huz,Still,Endangered,<10k
hvc,Still,Endangered,NoUsers
hve,Still,Endangered,<10k
hvk,Still,Endangered,<10k
hvn,Ascending,Stable,10k<1M
hvv,Still,Endangered,<10k
hwa,Still,Endangered,<10k
hwc,Ascending,Stable,1M<1B
hwo,Still,Stable,10k<1M
hya,Emerging,Endangered,<10k
hye,Vital,Institutional,1M<1B
hyw,Emerging,Stable,1M<1B
iai,Emerging,Endangered,<10k
ian,Emerging,Endangered,<10k
iar,Emerging,Stable,<10k
iba,Ascending,Institutional,1M<1B
ibb,Ascending,Institutional,1M<1B
ibd,Still,Endangered,<10k
ibe,Still,Stable,10k<1M
ibg,Emerging,Institutional,10k<1M
ibh,Still,Endangered,NoUsers
ibl,Emerging,Stable,10k<1M
ibm,Still,Stable,<10k
ibn,Still,Stable,10k<1M
ibo,Vital,Institutional,1M<1B
ibr,Still,Stable,<10k
ibu,Still,Endangered,NoUsers
iby,Emerging,Stable,10k<1M
ica,Still,Stable,10k<1M
ich,Emerging,Stable,10k<1M
icl,Still,Stable,<10k
icr,Emerging,Stable,10k<1M
ida,Still,Stable,10k<1M
idb,Emerging,Endangered,<10k
idc,Still,Stable,<10k
idd,Emerging,Stable,10k<1M
ide,Still,Stable,<10k
idi,Emerging,Stable,<10k
idr,Still,Endangered,<10k
ids,Still,Endangered,NoUsers
idt,Emerging,Endangered,10k<1M
idu,Emerging,Stable,1M<1B
ifa,Emerging,Stable,10k<1M
ifb,Emerging,Stable,10k<1M
ife,Emerging,Stable,10k<1M
iff,Still,Extinct,NoUsers
ifk,Emerging,Stable,10k<1M
ifm,Still,Endangered,10k<1M
ifu,Emerging,Institutional,10k<1M
ify,Emerging,Stable,<10k
igb,Ascending,Stable,1M<1B
ige,Emerging,Stable,10k<1M
igg,Still,Endangered,<10k
igl,Ascending,Stable,1M<1B
igm,Still,Stable,<10k
ign,Emerging,Endangered,<10k
igo,Still,Stable,<10k
igw,Still,Stable,10k<1M
ihb,Emerging,Endangered,NoUsers
ihi,Still,Stable,10k<1M
ihp,Still,Endangered,<10k
ihw,Still,Extinct,NoUsers
iii,Ascending,Institutional,1M<1B
iin,Still,Extinct,NoUsers
ijc,Emerging,Stable,1M<1B
ije,Emerging,Stable,<10k
ijj,Still,Stable,10k<1M
ijn,Emerging,Stable,10k<1M
ijs,Emerging,Stable,10k<1M
ike,Ascending,Endangered,10k<1M
ikh,/img/logotype-black.svg,Stable,<10k
iki,Still,Stable,<10k
ikk,Emerging,Stable,10k<1M
ikl,Still,Stable,10k<1M
iko,Emerging,Endangered,10k<1M
ikp,Still,Stable,<10k
ikr,Still,Extinct,NoUsers
iks,Still,Endangered,NoUsers
ikt,Ascending,Endangered,<10k
ikv,Still,Stable,NoUsers
ikw,Ascending,Stable,10k<1M
ikx,Emerging,Stable,10k<1M
ikz,Emerging,Stable,10k<1M
ila,Still,Endangered,10k<1M
ilb,Emerging,Stable,10k<1M
ilg,Still,Extinct,NoUsers
ili,Emerging,Endangered,<10k
ilk,Emerging,Endangered,<10k
ilm,Still,Endangered,10k<1M
ilo,Ascending,Institutional,1M<1B
ilp,Emerging,Stable,10k<1M
ils,Emerging,Endangered,NoUsers
ilu,Still,Endangered,<10k
ilv,Still,Endangered,<10k
ima,Still,Stable,<10k
imi,Still,Stable,<10k
iml,Emerging,Extinct,NoUsers
imn,Still,Endangered,<10k
imo,Emerging,Stable,10k<1M
imr,Still,Endangered,<10k
imt,/img/logotype-black.svg,Stable,10k<1M
inb,Emerging,Endangered,10k<1M
ind,Thriving,Institutional,1M<1B
ing,Emerging,Endangered,NoUsers
inh,Ascending,Stable,10k<1M
inj,Still,Stable,10k<1M
inl,Emerging,Stable,10k<1M
inn,Still,Endangered,<10k
ino,Emerging,Stable,10k<1M
inp,Still,Endangered,NoUsers
ins,Emerging,Stable,1M<1B
int,Still,Stable,10k<1M
inz,Still,Endangered,NoUsers
ior,Emerging,Stable,10k<1M
iou,Emerging,Stable,<10k
iow,Still,Endangered,NoUsers
ipi,Emerging,Stable,10k<1M
ipo,Still,Stable,<10k
iqu,Still,Endangered,NoUsers
iqw,Emerging,Stable,10k<1M
ire,Emerging,Endangered,NoUsers
irh,Still,Endangered,<10k
iri,Emerging,Endangered,10k<1M
irk,Emerging,Stable,10k<1M
irn,Still,Endangered,UNK
irr,Still,Stable,<10k
iru,Emerging,Endangered,10k<1M
irx,Still,Endangered,<10k
iry,Emerging,Stable,10k<1M
isa,Still,Endangered,<10k
isc,Still,Endangered,NoUsers
isd,Emerging,Stable,10k<1M
ise,Emerging,Stable,10k<1M
isg,Emerging,Stable,10k<1M
ish,Emerging,Stable,10k<1M
isi,Still,Stable,10k<1M
isk,Emerging,Stable,<10k
isl,Vital,Institutional,10k<1M
ism,Still,Endangered,NoUsers
isn,Emerging,Endangered,10k<1M
iso,Emerging,Stable,10k<1M
isr,Emerging,Stable,10k<1M
ist,Still,Endangered,<10k
isu,Emerging,Stable,10k<1M
ita,Thriving,Institutional,1M<1B
itb,Emerging,Stable,<10k
itd,Emerging,Stable,10k<1M
ite,Still,Endangered,NoUsers
iti,Still,Endangered,<10k
itk,Emerging,Endangered,<10k
itl,Still,Endangered,<10k
itm,Still,Stable,<10k
ito,Still,Endangered,NoUsers
itr,Still,Endangered,<10k
its,Emerging,Stable,10k<1M
itt,Still,Stable,10k<1M
itv,Emerging,Stable,10k<1M
itw,Still,Stable,<10k
itx,Still,Endangered,NoUsers
ity,Still,Stable,10k<1M
itz,Emerging,Endangered,<10k
ium,Emerging,Stable,10k<1M
ivb,Emerging,Endangered,<10k
ivv,Emerging,Institutional,10k<1M
iwk,Still,Endangered,<10k
